timestamp,amount,location,hour,avg_amount_last_10,num_tx_last_7h,time_since_last_tx,home_location_match,fraud
2025-04-23 13:57:26.393381,44.28,NY,17,49.34,0,11.55,1,0
2025-04-24 04:42:03.918665,60.04,NY,12,50.85,0,14.74,1,0
2025-04-24 11:01:31.256678,66.63,NY,20,52.22,1,6.32,1,0
2025-04-25 02:25:38.936121,56.07,NY,20,53.97,0,15.4,1,0
2025-04-25 19:20:20.982029,314.36,FL,2,55.14,0,16.91,0,1
2025-04-26 04:11:12.144902,43.5,NY,18,81.13,0,8.85,1,0
2025-04-26 07:58:20.844821,43.98,NY,17,80.92,1,3.79,1,0
2025-04-26 12:39:15.441648,56.16,NY,20,80.3,1,4.68,1,0
2025-04-27 09:50:36.940792,38.02,NY,21,79.6,0,21.19,1,0
2025-04-27 15:00:39.022139,58.43,NY,19,78.87,1,5.17,1,0
2025-04-28 10:20:22.939606,48.66,IL,9,78.15,0,19.33,0,0
2025-04-29 05:28:30.980341,54.3,NY,21,78.58,0,19.14,1,0
2025-04-30 03:29:00.769094,53.58,NY,9,78.01,0,22.01,1,0
2025-04-30 22:37:30.134471,47.55,NY,22,76.71,0,19.14,1,0
2025-05-01 06:40:35.133203,49.54,NY,18,75.85,0,8.05,1,0
2025-05-01 19:44:12.498193,42.41,NY,16,49.37,0,13.06,1,0
2025-05-02 08:52:05.188409,59.68,NY,14,49.26,0,13.13,1,0
2025-05-02 11:27:34.819646,42.08,NY,12,50.83,1,2.59,1,0
2025-05-03 00:05:54.581414,50.78,NY,18,49.42,0,12.64,1,0
2025-05-03 13:47:18.957205,51.34,NY,18,50.7,0,13.69,1,0
2025-05-03 14:51:08.714121,46.49,NY,17,49.99,1,1.06,1,0
2025-05-03 20:50:15.915390,46.2,NY,22,49.78,1,5.99,1,0
2025-05-04 05:12:23.840981,42.49,NY,19,48.96,0,8.37,1,0
2025-05-04 23:43:04.096036,53.55,NY,11,47.86,0,18.51,1,0
2025-05-05 07:44:18.891479,49.15,NY,12,48.46,0,8.02,1,0
2025-05-05 13:15:28.944894,61.58,NY,19,48.42,1,5.52,1,0
2025-05-05 19:28:53.735966,51.31,FL,12,50.33,1,6.22,0,0
2025-05-06 14:22:28.155906,76.51,FL,17,49.5,0,18.89,0,0
2025-05-06 21:01:16.016993,44.17,NY,12,52.94,1,6.65,1,0
2025-05-07 14:23:06.569786,47.33,NY,16,52.28,0,17.36,1,0
2025-05-08 09:22:57.201595,59.63,NY,20,51.88,0,19.0,1,0
2025-05-08 16:02:08.359922,50.67,NY,19,53.19,1,6.65,1,0
2025-05-09 04:32:01.396037,41.54,FL,18,53.64,0,12.5,0,0
2025-05-09 15:27:37.814079,46.49,NY,19,53.54,0,10.93,1,0
2025-05-10 07:31:33.188997,54.65,NY,21,52.84,0,16.07,1,0
2025-05-11 02:36:50.158217,56.12,NY,13,53.39,0,19.09,1,0
2025-05-12 01:10:38.080173,55.69,NY,20,52.84,0,22.56,1,0
2025-05-12 09:45:59.019281,63.86,NY,12,53.28,0,8.59,1,0
2025-05-12 17:32:24.803085,34.25,NY,9,52.02,0,7.77,1,0
2025-05-13 07:03:41.148263,59.46,TX,12,51.02,0,13.52,0,0
2025-05-13 11:45:23.285926,44.52,NY,17,52.24,1,4.7,1,0
2025-05-14 07:18:59.423736,49.05,FL,19,50.72,0,19.56,0,0
2025-05-14 16:53:27.971020,53.08,NY,13,50.56,0,9.57,1,0
2025-05-15 12:05:50.679291,49.08,NY,13,51.72,0,19.21,1,0
2025-05-16 10:01:26.322432,44.12,NY,20,51.98,0,21.93,1,0
2025-05-17 05:47:44.205949,34.14,NY,8,50.92,0,19.77,1,0
2025-05-18 03:17:14.872628,61.71,NY,13,48.72,0,21.49,1,0
2025-05-18 19:58:24.726174,69.16,NY,12,49.33,0,16.69,1,0
2025-05-19 06:53:46.020781,54.66,NY,16,49.86,0,10.92,1,0
2025-05-19 19:32:31.022931,60.31,NY,17,51.9,0,12.65,1,0
2025-05-20 07:26:28.278878,65.65,NY,17,51.98,0,11.9,1,0
2025-05-20 22:23:00.045307,68.42,TX,10,54.1,0,14.94,0,0
2025-05-21 08:04:31.455831,49.98,NY,20,56.03,0,9.69,1,0
2025-05-21 19:26:00.063985,63.56,NY,18,55.72,0,11.36,1,0
2025-05-22 07:25:43.322744,53.19,NY,22,57.17,0,12.0,1,0
2025-05-22 12:52:31.571863,52.86,NY,21,58.08,1,5.45,1,0
2025-05-23 09:15:18.701001,57.1,NY,8,59.95,0,20.38,1,0
2025-05-24 05:40:25.799442,32.84,NY,11,59.49,0,20.42,1,0
2025-05-24 10:28:24.293801,70.82,NY,14,55.86,1,4.8,1,0
2025-05-24 14:24:48.541222,70.01,NY,12,57.47,1,3.94,1,0
2025-05-25 02:09:56.374667,67.68,NY,17,58.44,0,11.75,1,0
2025-05-25 14:05:34.806089,47.84,NY,16,58.65,0,11.93,1,0
2025-05-25 21:39:52.149301,64.5,NY,22,56.59,0,7.57,1,0
2025-05-26 00:57:39.969763,50.07,NY,21,58.04,1,3.3,1,0
2025-05-26 02:30:08.142604,58.28,NY,13,56.69,2,1.54,1,0
2025-05-26 18:26:49.258555,46.12,NY,9,57.2,0,15.94,1,0
2025-05-27 14:04:16.833758,43.54,NY,16,56.53,0,19.62,1,0
2025-05-28 00:14:40.436116,52.9,NY,15,55.17,0,10.17,1,0
2025-05-28 20:09:21.305315,47.62,NY,16,57.18,0,19.91,1,0
2025-05-28 22:45:26.433387,44.91,NY,22,54.86,1,2.6,1,0
2025-05-29 01:18:58.352059,56.75,NY,18,52.35,2,2.56,1,0
2025-05-29 23:58:55.209458,52.63,IL,21,51.25,0,22.67,0,0
2025-05-30 21:20:56.452013,49.29,NY,18,51.73,0,21.37,1,0
2025-05-31 15:02:33.943223,39.64,NY,18,50.21,0,17.69,1,0
2025-06-01 11:13:48.341071,60.96,NY,12,49.17,0,20.19,1,0
2025-06-01 18:29:40.708222,40.79,NY,22,49.44,0,7.26,1,0
2025-06-02 09:40:00.938236,44.34,NY,15,48.9,0,15.17,1,0
2025-06-03 08:51:08.240695,56.55,NY,12,48.98,0,23.19,1,0
2025-06-03 22:19:20.677449,69.59,NY,16,49.35,0,13.47,1,0
2025-06-04 03:55:02.687989,54.13,NY,9,51.54,1,5.6,1,0
2025-06-04 21:25:28.331533,45.78,NY,21,52.47,0,17.51,1,0
2025-06-05 11:51:17.735039,52.69,NY,22,51.37,0,14.43,1,0
2025-06-05 17:57:56.263646,49.73,NY,14,51.38,1,6.11,1,0
2025-06-06 14:56:19.138998,50.24,NY,19,51.42,0,20.97,1,0
2025-06-07 09:18:40.617237,42.63,FL,21,52.48,0,18.37,0,0
2025-06-08 03:35:13.008569,60.55,NY,9,50.65,0,18.28,1,0
2025-06-09 01:34:31.416733,32.83,CA,19,52.62,0,21.99,0,0
2025-06-09 13:14:59.443127,28.3,NY,10,51.47,0,11.67,1,0
2025-06-09 17:50:21.153413,53.76,NY,14,48.65,1,4.59,1,0
2025-06-09 22:32:59.234828,42.04,NY,14,47.06,1,4.71,1,0
2025-06-10 04:56:30.089312,37.51,CA,8,45.86,1,6.39,0,0
2025-06-11 04:31:44.955178,63.08,IL,13,45.03,0,23.59,0,0
2025-06-11 23:53:49.640428,40.92,NY,15,46.07,0,19.37,1,0
2025-06-12 19:39:18.245634,46.31,NY,17,45.19,0,19.76,1,0
2025-06-13 02:27:53.157510,40.96,NY,18,44.79,1,6.81,1,0
2025-06-14 01:12:26.604681,55.73,NY,21,44.63,0,22.74,1,0
2025-06-14 09:18:58.826848,45.17,NY,20,44.14,0,8.11,1,0
2025-06-14 20:58:39.224344,50.38,NY,21,45.38,0,11.66,1,0
2025-06-15 15:14:27.870604,58.97,IL,21,47.59,0,18.26,0,0
2025-06-15 22:17:25.462852,45.3,NY,15,48.11,0,7.05,1,0
2025-06-16 15:15:17.373649,52.23,CA,9,48.43,0,16.96,0,0
2025-06-16 17:31:33.617058,344.98,CA,6,49.9,1,2.27,0,1
2025-06-17 06:08:03.178322,47.57,NY,13,78.1,0,12.61,1,0
2025-06-17 08:45:33.643378,51.63,NY,8,78.76,1,2.63,1,0
2025-06-18 01:17:22.274280,22.03,NY,22,79.29,0,16.53,1,0
2025-06-18 17:35:01.453808,39.83,IL,18,77.4,0,16.29,0,0
2025-06-19 07:24:30.817112,56.83,NY,13,75.81,0,13.82,1,0
2025-06-20 02:41:57.270598,46.78,NY,17,76.98,0,19.29,1,0
2025-06-20 11:48:48.455900,50.25,NY,10,76.61,0,9.11,1,0
2025-06-20 17:42:44.682121,67.38,NY,20,75.74,1,5.9,1,0
2025-06-21 00:28:16.369595,48.17,NY,9,77.95,1,6.76,1,0
2025-06-21 16:23:50.069764,42.33,NY,20,77.54,0,15.93,1,0
2025-06-22 06:59:41.080958,34.3,NY,16,47.28,0,14.6,1,0
2025-06-22 09:11:35.803680,50.33,NY,18,45.95,1,2.2,1,0
2025-06-22 20:11:36.000597,49.23,NY,10,45.82,0,11.0,1,0
2025-06-22 20:53:50.154203,55.61,NY,10,48.54,1,0.7,1,0
2025-06-23 13:32:03.671481,62.62,NY,9,50.12,0,16.64,1,0
2025-06-24 00:34:17.508893,51.38,CA,21,50.7,0,11.04,0,0
2025-06-24 17:09:33.770309,64.71,NY,11,51.16,0,16.59,1,0
2025-06-24 19:54:24.507513,41.69,NY,14,52.61,1,2.75,1,0
2025-06-24 22:14:33.105103,36.37,IL,20,50.04,2,2.34,0,0
2025-06-25 16:43:25.105100,53.21,NY,11,48.86,0,18.48,1,0
2025-06-25 17:22:21.071086,56.83,NY,16,49.94,1,0.65,1,0
2025-06-25 21:10:24.199285,62.62,NY,17,52.2,2,3.8,1,0
2025-06-26 04:44:18.341674,42.17,NY,11,53.43,0,7.57,1,0
2025-06-26 18:32:28.396923,33.98,NY,19,52.72,0,13.8,1,0
2025-06-26 21:25:05.358595,61.65,NY,18,50.56,1,2.88,1,0
2025-06-27 06:17:39.164069,57.25,NY,21,50.46,0,8.88,1,0
2025-06-28 05:53:12.657751,52.37,NY,10,51.05,0,23.59,1,0
2025-06-28 07:48:03.691829,43.59,TX,18,49.81,1,1.91,0,0
2025-06-28 08:18:25.851229,45.46,NY,16,50.0,2,0.51,1,0
2025-06-28 12:55:32.050521,48.14,NY,12,50.91,2,4.62,1,0
2025-06-29 08:45:02.057184,38.65,NY,8,50.41,0,19.83,1,0
2025-06-29 23:54:13.459650,57.41,NY,11,48.59,0,15.15,1,0
2025-06-30 19:47:31.808822,48.42,NY,13,48.07,0,19.89,1,0
2025-07-01 16:22:22.006054,49.23,NY,15,48.69,0,20.58,1,0
2025-07-02 06:03:06.837901,57.82,NY,12,50.22,0,13.68,1,0
2025-07-02 11:20:45.334103,55.89,CA,15,49.83,1,5.29,0,0
2025-07-02 13:32:18.423498,40.92,NY,16,49.7,1,2.19,1,0
2025-07-03 08:57:01.877685,45.46,NY,16,48.55,0,19.41,1,0
2025-07-03 18:41:41.420085,59.7,NY,16,48.74,0,9.74,1,0
2025-07-04 17:48:22.201331,49.63,NY,20,50.16,0,23.11,1,0
2025-07-05 05:03:46.864917,59.35,NY,13,50.31,0,11.26,1,0
2025-07-05 21:40:08.966201,58.47,NY,15,52.38,0,16.61,1,0
2025-07-06 12:14:24.311600,53.98,NY,11,52.49,0,14.57,1,0
2025-07-06 19:00:38.976458,37.01,NY,15,53.04,1,6.77,1,0
2025-07-07 07:33:26.398520,54.67,NY,16,51.82,0,12.55,1,0
2025-07-07 08:20:43.410269,55.25,TX,20,51.51,1,0.79,0,0
2025-07-08 04:33:37.094075,47.08,NY,10,51.44,0,20.21,1,0
2025-07-08 21:32:03.203050,40.9,NY,21,52.06,0,16.97,1,0
2025-07-09 02:07:34.434904,60.32,NY,21,51.6,1,4.59,1,0
2025-07-09 20:47:50.407373,50.47,NY,18,51.67,0,18.67,1,0
2025-07-10 20:42:58.724773,51.26,IL,20,51.75,0,23.92,0,0
2025-07-11 08:54:50.560518,55.66,NY,11,50.94,0,12.2,1,0
2025-07-12 04:48:55.882781,46.34,NY,8,50.66,0,19.9,1,0
2025-07-12 08:37:04.491378,41.45,NY,17,49.9,1,3.8,1,0
2025-07-12 14:00:14.302377,54.47,NY,12,50.34,1,5.39,1,0
2025-07-13 08:59:53.266298,39.5,NY,9,50.32,0,18.99,1,0
2025-07-13 14:39:14.904606,35.98,NY,16,48.74,1,5.66,1,0
2025-07-14 07:33:58.284324,38.06,NY,22,47.64,0,16.91,1,0
2025-07-14 21:09:30.833140,65.7,FL,16,47.35,0,13.59,0,0
2025-07-15 06:25:43.789431,47.82,NY,13,47.89,0,9.27,1,0
2025-07-15 22:49:06.211387,36.96,NY,15,47.62,0,16.39,1,0
2025-07-16 11:53:31.500364,59.54,NY,13,46.19,0,13.07,1,0
2025-07-16 21:17:59.302466,62.28,NY,9,46.58,0,9.41,1,0
2025-07-17 19:45:51.114971,54.32,NY,18,48.18,0,22.46,1,0
2025-07-18 02:01:13.893477,51.43,NY,14,49.46,1,6.26,1,0
2025-07-18 14:15:20.943265,50.86,IL,10,49.16,0,12.24,0,0
2025-07-19 00:45:29.504899,49.6,NY,13,50.3,0,10.5,1,0
2025-07-19 18:23:01.816505,48.41,NY,13,51.66,0,17.63,1,0
2025-07-19 20:40:50.233598,48.37,NY,13,52.69,1,2.3,1,0
2025-07-20 02:22:47.072616,56.29,NY,11,50.96,1,5.7,1,0
2025-07-20 15:37:09.055726,53.68,NY,18,51.81,0,13.24,1,0
2025-07-21 04:13:11.994180,46.21,NY,11,53.48,0,12.6,1,0
2025-07-21 07:21:46.454219,51.93,NY,20,52.14,1,3.14,1,0
2025-07-22 03:07:42.670698,60.16,NY,14,51.11,0,19.77,1,0
2025-07-22 03:47:37.098362,55.04,NY,22,51.69,1,0.67,1,0
2025-07-23 00:28:53.718610,44.14,NY,17,52.05,0,20.69,1,0
2025-07-23 14:28:04.001104,50.37,NY,12,51.38,0,13.99,1,0
2025-07-23 15:41:21.425525,49.85,NY,12,51.46,1,1.22,1,0
2025-07-24 12:55:29.152480,55.2,NY,18,51.6,0,21.24,1,0
2025-07-24 21:45:57.216415,46.69,NY,12,52.29,0,8.84,1,0
2025-07-24 22:20:37.556282,62.45,CA,17,51.33,1,0.58,0,0
2025-07-25 18:05:01.311665,41.7,NY,13,52.2,0,19.74,1,0
2025-07-26 13:48:55.537391,54.99,NY,12,51.75,0,19.73,1,0
2025-07-27 13:37:05.811289,45.41,NY,8,52.06,0,23.8,1,0
2025-07-27 23:18:39.344026,57.33,NY,17,50.58,0,9.69,1,0
2025-07-28 11:29:18.934869,35.26,NY,15,50.81,0,12.18,1,0
2025-07-29 04:28:21.331396,53.7,NY,14,49.92,0,16.98,1,0
2025-07-30 02:56:24.976461,56.93,NY,17,50.26,0,22.47,1,0
2025-07-30 21:48:45.101548,36.95,NY,14,50.97,0,18.87,1,0
2025-07-31 07:07:02.536235,42.27,NY,16,49.14,0,9.3,1,0
2025-07-31 17:30:23.804378,67.6,NY,17,48.7,0,10.39,1,0
2025-08-01 01:00:37.990262,36.14,FL,22,49.21,0,7.5,0,0
2025-08-01 08:16:16.753897,53.32,NY,20,48.66,0,7.26,1,0
2025-08-01 10:47:05.225837,43.7,NY,18,48.49,1,2.51,1,0
2025-08-02 05:31:39.629457,54.99,NY,14,48.32,0,18.74,1,0
2025-08-02 21:33:16.532087,62.5,NY,19,48.09,0,16.03,1,0
2025-08-03 13:19:00.463237,61.55,NY,19,50.81,0,15.76,1,0
2025-08-04 06:38:34.580260,51.5,NY,16,51.59,0,17.33,1,0
2025-08-04 16:45:16.977932,51.62,NY,8,51.05,0,10.11,1,0
2025-08-05 03:41:10.361653,52.29,NY,22,52.52,0,10.93,1,0
2025-08-05 13:02:32.318531,56.99,IL,22,53.52,0,9.36,0,0
2025-08-06 00:00:38.884138,40.93,NY,11,52.46,0,10.97,1,0
2025-08-06 19:15:25.276107,47.05,NY,10,52.94,0,19.25,1,0
2025-08-06 23:03:52.687254,57.01,NY,12,52.31,1,3.81,1,0
2025-08-07 08:47:39.382039,37.5,NY,9,53.64,0,9.73,1,0
2025-08-08 02:59:15.590318,62.5,NY,10,51.89,0,18.19,1,0
2025-08-08 15:02:42.862557,65.56,NY,10,51.89,0,12.06,1,0
2025-08-09 03:06:00.197929,44.32,NY,9,52.3,0,12.05,1,0
2025-08-09 18:32:12.014555,50.59,NY,12,51.58,0,15.44,1,0
2025-08-09 20:36:32.043328,45.86,NY,20,51.47,1,2.07,1,0
2025-08-10 02:19:30.926917,52.75,NY,16,50.83,1,5.72,1,0
2025-08-11 00:39:11.598859,44.61,NY,14,50.41,0,22.33,1,0
2025-08-11 20:16:21.007442,313.82,IL,2,50.78,0,19.62,0,1
2025-08-12 12:28:26.157263,46.02,NY,9,77.45,0,16.2,1,0
2025-08-12 18:09:43.856766,58.13,NY,15,76.35,1,5.69,1,0
2025-08-13 15:30:40.501097,47.19,NY,21,78.42,0,21.35,1,0
2025-08-14 11:27:50.182472,56.56,NY,10,76.88,0,19.95,1,0
2025-08-15 04:23:14.877691,67.38,NY,18,75.98,0,16.92,1,0
2025-08-16 00:44:16.225052,52.94,NY,9,78.29,0,20.35,1,0
2025-08-16 21:01:26.252355,40.72,NY,12,78.53,0,20.29,1,0
2025-08-17 10:23:51.458959,49.46,NY,18,78.01,0,13.37,1,0
2025-08-18 01:11:53.091461,49.59,NY,17,77.68,0,14.8,1,0
2025-08-18 15:43:28.631007,46.01,NY,9,78.18,0,14.53,1,0
2025-08-18 17:36:14.781770,32.7,NY,22,51.4,1,1.88,1,0
2025-08-19 09:10:02.799818,45.78,NY,10,50.07,0,15.56,1,0
2025-08-19 19:58:48.405807,54.73,NY,11,48.83,0,10.81,1,0
2025-08-20 05:27:52.253704,68.67,NY,9,49.59,0,9.48,1,0
2025-08-20 09:42:15.919473,45.36,NY,15,50.8,1,4.24,1,0
2025-08-20 15:29:01.372471,50.74,NY,13,48.6,1,5.78,1,0
2025-08-21 13:50:37.051992,41.75,NY,13,48.38,0,22.36,1,0
2025-08-22 01:59:45.366007,51.39,NY,14,48.48,0,12.15,1,0
2025-08-22 13:18:09.779450,35.21,NY,18,48.67,0,11.31,1,0
2025-08-23 11:11:14.088024,33.47,NY,8,47.23,0,21.88,1,0
2025-08-24 05:19:13.834901,44.17,CA,18,45.98,0,18.13,0,0
2025-08-24 06:52:09.674260,43.58,NY,20,47.13,1,1.55,1,0
2025-08-24 08:01:00.732841,62.61,NY,20,46.91,2,1.15,1,0
2025-08-25 02:04:18.170718,62.95,NY,18,47.7,0,18.05,1,0
2025-08-25 19:59:11.996131,66.1,NY,18,47.12,0,17.91,1,0
2025-08-26 07:11:13.494449,38.7,NY,13,49.2,0,11.2,1,0
2025-08-27 04:48:40.112382,44.59,TX,16,47.99,0,21.62,0,0
2025-08-27 14:28:16.652426,38.17,NY,10,48.28,0,9.66,1,0
2025-08-28 07:29:47.796147,54.94,NY,8,46.96,0,17.03,1,0
2025-08-28 17:59:25.602078,65.53,NY,13,48.93,0,10.49,1,0
2025-08-29 05:30:19.569033,43.22,NY,10,52.13,0,11.51,1,0
2025-08-29 08:13:11.644052,58.74,TX,13,52.04,1,2.71,0,0
2025-08-30 05:03:26.448559,45.03,NY,21,53.56,0,20.84,1,0
2025-08-30 21:39:31.719430,56.54,NY,18,51.8,0,16.6,1,0
2025-08-31 07:19:18.097660,309.56,CA,6,51.16,0,9.66,0,1
2025-08-31 08:38:06.398497,66.01,NY,9,75.5,1,1.31,1,0
2025-09-01 01:01:11.454702,45.53,NY,18,78.23,0,16.38,1,0
2025-09-01 20:42:19.602181,54.34,NY,18,78.33,0,19.69,1,0
2025-09-02 04:36:58.631412,57.92,NY,14,79.94,0,7.91,1,0
2025-09-02 10:10:42.472898,48.86,NY,15,80.24,1,5.56,1,0
2025-09-02 19:48:51.422158,343.09,IL,4,78.58,0,9.64,0,1
2025-09-03 13:50:50.727273,44.56,NY,8,108.56,0,18.03,1,0
2025-09-04 08:47:32.224183,55.29,NY,18,107.14,0,18.94,1,0
2025-09-04 18:36:36.525929,60.3,NY,11,108.17,0,9.82,1,0
2025-09-05 00:20:17.141395,45.4,NY,15,108.55,1,5.73,1,0
2025-09-05 15:49:57.119666,58.68,NY,22,82.13,0,15.49,1,0
2025-09-05 22:03:02.489192,58.52,NY,21,81.4,1,6.22,1,0
2025-09-06 18:25:22.608823,285.65,CA,6,82.7,0,20.37,0,1
2025-09-07 05:48:22.634263,51.99,NY,9,105.83,0,11.38,1,0
2025-09-07 13:09:08.769466,45.1,NY,18,105.23,0,7.35,1,0
2025-09-08 00:20:21.389930,46.87,NY,10,104.86,0,11.19,1,0
2025-09-08 21:05:13.236837,53.76,NY,15,75.24,0,20.75,1,0
2025-09-09 14:01:23.297013,57.82,NY,14,76.16,0,16.94,1,0
2025-09-10 00:00:49.631029,42.28,NY,15,76.41,0,9.99,1,0
2025-09-10 20:14:41.861520,45.9,NY,12,74.61,0,20.23,1,0
2025-09-11 13:06:53.631139,57.37,NY,11,74.66,0,16.87,1,0
2025-09-11 23:34:12.765461,62.87,NY,14,74.53,0,10.46,1,0
2025-09-12 07:49:05.520104,64.82,NY,10,74.96,0,8.25,1,0
